0.025,4.952512133901896,4.04505590400633,18.323150057193622
0.075,4.870999227091626,3.9339761283774695,19.23677370964466
0.125,4.813589746852633,3.8388102981830534,20.25057181715454
0.175,4.7603382243898285,3.7465355517563395,21.29686221536152
0.225,4.666284155819982,3.5904890555015783,23.054641860518238
0.275,4.474341959787658,3.243382625806288,27.51151666645945
0.325,4.265336344831229,2.819654222739633,33.89374260821157
0.375,4.025927522387034,2.312122076190007,42.569207633943826
0.425,3.71679200623181,2.01629012389581,45.75187095443678
0.475,3.221056289925984,1.628886712056603,49.43004513298857
0.525,2.6779557267796017,1.308914379307347,51.12262812195954
0.575,2.4659177653622146,1.2184812131501426,50.58711080046249
0.625,2.238166810995521,1.1221786541761436,49.86170607734969
0.675,1.6637748986344356,0.820726930724126,50.670794985682974
0.725,1.0324736477977967,0.49851271924117146,51.716664119760466
0.775,0.568365052814709,0.2642735983191641,53.502841701754114
0.825,0.24247239165349121,0.12790844226571552,47.24824488533731
0.875,0.17996956192174912,0.10808505690148333,39.942590431776026
0.925,0.0953450723346302,0.0822337679981121,13.751423136480174
0.975,0.0,0.0,0.0
